Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoFK,ShoPK,PKatt,PasTotAtt,PasTotCmp%,PasShoAtt,PasShoCmp%,PasMedAtt,PasMedCmp%,PasLonAtt,PasLonCmp%,Assists,PPA,CrsPA,PasProg,PasAtt,PasCrs,TI,CK,PasCmp,SCA,GCA,Tkl,TklWon,TklDri%,TklDriPast,BlkSh,Int,Clr,Touches,ToAtt,ToSuc,ToSuc%,ToTkl,Carries,CarProg,Car3rd,Rec,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Recov,AerWon,AerLost,AerWon%
Mehdi Puch Herrantz,FRA,MF,Ajaccio,Ligue 1,19,2004,1,9,0,0,0,0,0,0,0,0,60,66.7,30,66.7,30,66.7,0,0,0,10,0,10,60,0,0,0,40,10,0,10,10,0,0,0,10,0,90,0,0,0,0,50,10,10,60,0,0,0,0,0,0,10,0,0,20,0,0,0
Tymoteusz Puchacz,POL,DF,Union Berlin,Bundesliga,24,1999,1,58,0,0,0,0,0,0,0,0,60,61.1,25,80,20,66.7,11.7,28.6,0,0,0,3.33,60,8.33,6.67,5,36.7,3.33,0,1.67,0,0,0,0,0,1.67,73.3,3.33,0,0,1.67,35,0,0,40,0,0,0,0,0,8.33,0,0,0,1.67,0,1.67,0
Arnau Puigmal,ESP,MFDF,Almer�a,La Liga,22,2001,11,277,0,1.94,0.32,16.7,0,0,0,0,41.6,72.1,21.9,85.3,13.5,69,4.52,42.9,0,0.97,0,2.58,41.6,2.58,5.16,1.61,30,3.23,0,1.29,0.32,66.7,0.32,0,0.97,0.32,52.6,2.26,0.65,28.6,1.29,29,3.23,1.61,31.3,0.97,0,0.65,2.26,0.32,2.58,0.32,0,0.32,4.19,0.32,0.97,25
Christian Pulisic,USA,FWDF,Chelsea,Premier League,24,1998,16,609,1,2.21,0.59,26.7,0.07,0,0,0,33.7,80.8,20.7,87.2,8.38,80.7,1.91,61.5,0.15,0.15,0,2.35,33.7,1.03,0.29,0,27.2,2.94,0.44,1.62,0.88,60,0.29,0,0.29,0.59,48.2,5,1.47,29.4,2.21,32.9,4.12,2.94,36.9,0.15,0,1.32,2.06,0,1.03,0.88,0,0,3.38,0.59,2.35,20
Ignacio Pussetto,ARG,MFDF,Sampdoria,Serie A,27,1995,5,152,0,1.18,1.18,100,0,0,0,0,32.9,60.7,18.8,78.1,7.06,58.3,2.35,0,0,0,0,0.59,32.9,2.94,0,0,20,1.18,0,3.53,1.76,75,0.59,0,0,1.76,47.6,1.76,0.59,33.3,1.18,20,1.18,0.59,30,0.59,0,4.12,0.59,0,2.94,1.76,0,0,2.35,2.35,2.94,44.4
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,40,1983,15,360,0,4.5,1.25,27.8,0,0,0,0,26.8,67.3,9.75,87.2,8.25,69.7,3.75,40,0,1,0,3,26.8,1.75,0.5,0,18,2.5,0.25,0.25,0.25,0,0.75,0,0,0.75,40,1,0.25,25,0.5,26,0.75,0.5,30,0.5,0,0.75,2,1.25,1.75,0.25,0,0,2.5,1.25,4,23.8
Giacomo Quagliata,ITA,DF,Cremonese,Serie A,22,2000,13,493,0,1.64,0.18,11.1,0,0.18,0,0,45.3,61.4,16,87.5,17.8,64.3,8,25,0,1.45,1.09,4.18,45.3,7.27,9.45,0.73,27.8,3.09,0,1.45,1.27,66.7,0.36,0.36,1.45,0.91,56.9,2.18,0.73,33.3,1.09,24.2,2.36,2.36,26.4,0,0,1.82,1.45,0,7.27,1.27,0,0,7.82,0.36,1.45,20
Joshua Quarshie,GER,MF,Hoffenheim,Bundesliga,18,2004,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Ghjuvanni Quilichini,FRA,GK,Ajaccio,Ligue 1,20,2002,1,82,0,0,0,0,0,0,0,0,37.8,41.2,1.11,100,5.56,100,31.1,28.6,0,0,0,0,37.8,0,0,0,15.6,0,0,0,0,0,0,0,0,1.11,41.1,0,0,0,0,22.2,0,0,13.3,0,0,0,0,0,0,0,0,0,1.11,0,0,0
Domingos Quina,POR,MF,Elche,La Liga,23,1999,10,275,0,1.94,0,0,0,0,0,0,47.4,83,19.4,90,20,90.3,4.84,66.7,0,1.29,0.32,5.48,47.4,1.94,1.29,0.32,39.4,1.94,0,0.97,0.65,33.3,0.65,0,0.97,0.32,61.9,2.9,0.97,33.3,1.29,44.5,3.87,2.58,40,0.97,0.32,1.61,3.55,0,1.94,0.65,0,0,8.71,0,0.32,0
Adrien Rabiot,FRA,MF,Juventus,Serie A,27,1995,17,1398,3,1.42,0.77,54.5,0.14,0,0,0,37.9,82.6,17.7,88.3,14.1,84.4,3.68,75.4,0.13,0.97,0.06,4.84,37.9,1.1,0.65,0,31.3,3.1,0.26,2.19,1.1,57.1,0.77,0.26,1.03,0.97,50.3,1.87,0.77,41.4,0.65,27.1,1.74,2,31.7,0.19,0,1.16,1.55,0.13,1.1,1.1,0,0,6.58,1.23,1.16,51.4
Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,20,1800,1,0.3,0.15,50,0.17,0,0,0,36.6,85.8,8.6,87.2,21.2,94.6,5.9,61.9,0,0,0,1.65,36.6,0,0.1,0,31.4,0.35,0.15,1.2,0.8,72.7,0.15,0.95,0.95,5,47,0.1,0.05,50,0.05,25.4,0.25,0.1,25.3,0.3,0,1.2,0.8,0.05,0,0.8,0.05,0,4.25,2,1.55,56.3
Ivan Rakiti?,CRO,MF,Sevilla,La Liga,34,1988,17,945,1,1.62,0.57,35.3,0,0.38,0.1,0.1,66.3,8.18E+01,32,89.3,21.5,88.1,8.86,59.1,0.19,1.24,0.29,7.52,66.3,2.76,0.86,1.05,54.2,3.14,0.29,2.29,1.43,47.6,1.05,0.00E+00,1.24,1.05,76.6,0.67,0.1,14.3,0.38,47.3,2.57,1.9,55.5,0.29,0.1,1.14,1.33,0.1,2.76,1.43,0,0,6,1.05,0.67,61.1
Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,21,2001,1,90,0,0,0,0,0,0,0,0,25,84,5,100,12,100,8,50,0,0,0,0,25,0,0,0,21,0,0,0,0,0,0,0,0,1,28,0,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,3,1,0,100
Largie Ramazani,BEL,FWMF,Almer�a,La Liga,21,2001,19,1039,2,2.52,1.22,48.3,0.07,0.09,0,0.09,20.5,67.8,10.1,75.9,6.35,75.3,2,56.5,0,0.7,0,2,20.5,1.3,0.26,0.09,13.9,2.35,0.09,0.87,0.61,41.2,0.87,0,0.52,0.17,31.4,4.26,1.91,44.9,2,21.2,3.83,2.17,22.9,0.35,0,1.83,0.87,0.87,1.3,0.61,0,0,4,0.17,1.04,14.3
Adil Rami,FRA,DF,Troyes,Ligue 1,37,1985,7,539,0,0.67,0.33,50,0,0,0,0,37.2,84.8,11.2,92.5,17.3,88.5,7.67,67.4,0,0.17,0.17,1.5,37.2,0.5,0.33,0,31.5,0.83,0,1.5,1.17,57.1,1,0.17,1.5,3.33,45.7,0.17,0,0,0,31.2,0.17,0.5,27,0.17,0,0.83,0.67,0.17,0.5,1.17,0,0,4.33,1.67,1.33,55.6
Chris Ramos,ESP,MF,C�diz,La Liga,26,1997,1,21,0,0,0,0,0,0,0,0,15,66.7,5,100,5,0,0,0,0,0,0,0,15,0,0,0,10,5,0,0,0,0,0,0,0,0,30,0,0,0,0,20,0,0,25,0,0,10,0,0,0,0,0,0,0,0,5,0
Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36,1986,20,1534,0,0.59,0.24,40,0,0,0,0,87.2,94.7,32.8,95.5,40.8,97.1,10.4,88.6,0.06,0.29,0.12,6.24,87.2,0.65,1.41,0,82.6,0.82,0.06,1.41,1,60,0.71,0.47,1.18,2.24,94.6,0.71,0.29,41.7,0.29,78.8,0.53,0.82,74.5,0.18,0.06,1.18,0.94,0.18,0.65,1,0.06,0,6.53,1.53,1.24,55.3
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,24,1998,21,1890,0,0,0,0,0,0,0,0,28.9,66.5,5.29,95.5,8.67,98.4,14.8,38.1,0,0.1,0,0.24,28.9,0,0,0,19.2,0.1,0,0.05,0.05,100,0,0,0,0.62,31,0.05,0.05,100,0,19,0,0.05,15.9,0,0,0,0.14,0,0,0.05,0,0,0.67,0.14,0,100
Aaron Ramsey,WAL,MF,Nice,Ligue 1,32,1990,18,1017,1,1.5,0.53,35.3,0.06,0.09,0,0,56,84.7,23.7,92.5,21.3,85.9,7.7,62.1,0.09,0.97,0.09,5.58,56,2.48,0.44,1.95,47.4,3.19,0.27,3.19,1.68,47.8,1.06,0.27,1.06,1.15,67.8,1.77,1.06,60,0.35,48.8,0.97,1.33,45.2,0.09,0,1.15,1.33,0.27,2.48,1.68,0.09,0,7.17,0.35,0.71,33.3
Jacob Ramsey,ENG,MF,Aston Villa,Premier League,21,2001,18,1236,2,0.88,0.51,58.3,0.17,0,0,0,36.6,82.7,20.8,87.4,10.8,85.1,2.12,72.4,0.15,0.8,0,3.87,36.6,0.58,0,0,30.3,2.77,0.22,2.85,1.82,51.9,0.95,0.36,1.09,0.95,49.6,1.46,0.44,30,0.51,28.6,2.92,1.97,32.3,0.29,0,1.09,1.9,0.07,0.58,1.82,0,0,5.26,0.66,1.53,30
Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,2,175,0,0,0,0,0,0,0,0,51.1,79.4,10,89.5,28.9,90.9,10,52.6,0,0,0,2.11,51.1,0,0,0,40.5,0.53,0,2.11,1.05,60,1.05,0,2.63,3.68,61.6,1.05,0.53,50,0.53,37.4,0.53,0,41.6,0,0,1.05,1.05,0.53,0,1.05,0,0,4.21,2.11,5.26,28.6
Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,1,47,0,0,0,0,0,0,0,0,38,84.2,4,100,24,91.7,8,50,0,0,0,0,38,0,0,0,32,0,0,6,2,75,2,10,0,14,70,0,0,0,0,22,0,0,26,0,0,4,0,0,0,2,0,0,2,2,4,33.3
Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,11,477,1,2.45,0.94,38.5,0.08,0.75,0,0,40,78.8,15.1,88.8,15.7,81.9,7.55,65,0,0.94,0.19,4.15,40,2.45,0.38,0.75,31.5,2.45,0.19,1.89,1.13,40,1.13,0.19,0.75,0.94,51.3,2.45,1.32,53.8,0.57,33.2,1.51,2.26,37,0.19,0,0.94,1.89,0,2.45,1.13,0,0,5.28,0.19,1.13,14.3
Lilian Raolisoa,FRA,MFDF,Angers,Ligue 1,22,2000,2,47,0,0,0,0,0,0,0,0,74,89.2,32,93.8,34,88.2,8,75,0,4,2,4,74,4,6,0,66,2,0,2,2,100,0,0,4,0,86,2,0,0,0,72,2,6,62,0,0,0,2,0,4,2,0,0,10,0,0,0
Raphinha,BRA,FW,Barcelona,La Liga,26,1996,19,959,4,3.64,1.03,28.2,0.1,0.47,0,0,59,74.3,26.1,86.4,17.1,80.9,10.7,53,0.37,3.93,0.93,5.61,59,7.76,1.31,5.14,43.8,5.33,0.84,1.21,1.03,42.9,0.75,0.09,0.75,0.75,74.2,3.93,1.68,42.9,1.78,48.9,5.33,2.9,54.3,0.28,0,0.75,1.59,0.84,7.76,1.03,0,0,4.49,0.37,0.47,44.4
Nicolai Rapp,GER,MFDF,Werder Bremen,Bundesliga,26,1996,7,71,0,1.25,0,0,0,0,0,0,73.8,79.7,30,83.3,26.3,81,13.8,72.7,0,1.25,0,6.25,73.8,1.25,1.25,0,58.8,0,0,3.75,1.25,0,3.75,0,0,1.25,85,1.25,0,0,1.25,41.3,1.25,0,48.8,0,0,2.5,0,0,1.25,1.25,0,0,7.5,1.25,2.5,33.3
Elba Rashani,KVX,MFDF,Clermont Foot,Ligue 1,29,1993,20,1286,2,1.4,0.56,40,0.1,0,0,0,31.5,71.6,15.1,82.9,10.2,78.1,2.31,27.3,0.07,0.35,0.07,1.96,31.5,2.73,1.05,0.07,22.5,1.33,0.14,1.4,0.77,40,0.63,0.14,0.98,0.91,42.5,2.24,0.7,31.3,1.19,29.5,2.38,1.4,26.9,0.07,0,1.33,1.19,0.14,2.73,0.77,0.07,0,5.03,0.84,1.61,34.3
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,22,1795,11,3.02,1.31,43.3,0.18,0.2,0,0,25.8,75.3,15,84.2,5.73,80.7,2.21,59.1,0.15,1.61,0.1,2.61,25.8,0.8,0.25,0,19.4,2.66,0.4,0.8,0.3,42.9,0.4,0.15,0.25,0.3,38.2,3.77,1.31,34.7,2.06,23.1,2.51,1.61,29.5,0.1,0,0.4,0.75,0.45,0.8,0.3,0,0,2.96,0.85,1.51,36.2
Giacomo Raspadori,ITA,FWMF,Napoli,Serie A,22,2000,14,572,1,3.91,1.88,48,0.04,0.47,0,0,45.9,76.2,21.6,83.3,14.1,84.4,5.47,45.7,0,0.78,0,2.66,45.9,2.03,0.16,1.25,35,3.59,0,1.25,1.09,33.3,0.63,0,0.31,0.31,58.9,2.03,0.47,23.1,1.25,37,1.25,0.94,45.8,0.16,0,0.78,0.78,0.16,2.03,1.09,0,0,3.13,0.16,0.94,14.3
Giacomo Raspadori,ITA,FW,Sassuolo,Serie A,22,2000,1,45,0,0,0,0,0,0,0,0,24,83.3,4,100,14,85.7,4,50,0,0,0,4,24,2,0,2,20,0,0,0,0,0,0,0,0,0,30,0,0,0,0,20,0,2,24,0,0,0,0,0,2,0,0,0,0,0,0,0
David Raum,GER,DFFW,RB Leipzig,Bundesliga,24,1998,19,1183,0,0.69,0.15,22.2,0,0,0,0,58.5,73.4,24.8,89.2,20.7,77.5,9.54,40,0.08,1.22,0.76,3.05,58.5,7.63,7.94,2.67,43,2.67,0.15,2.37,1.37,60,0.61,0.38,1.07,1.37,68.8,1.91,0.38,20,1.3,35,2.21,0.92,41.6,0.15,0,1.22,0.99,0.08,7.63,1.37,0,0.08,5.19,0.84,0.69,55
Rayan Raveloson,MAD,MFDF,Auxerre,Ligue 1,26,1997,18,1011,0,1.25,0.09,7.1,0,0.09,0,0,38.3,83,14.6,87.7,16,84.9,4.91,70.9,0,0.54,0.36,3.93,38.3,1.34,3.04,0,31.8,1.61,0,1.52,0.8,76.9,0.27,0.09,1.88,1.88,50,1.25,0.27,21.4,0.63,32.9,1.34,1.52,28.6,0,0,1.25,1.43,0.09,1.34,0.8,0,0,5.8,0.89,0.8,52.6
David Raya,ESP,GK,Brentford,Premier League,27,1995,22,1980,0,0,0,0,0,0,0,0,42.6,63.2,3.91,95.3,10.6,97.4,27.9,45.8,0,0.14,0,0.36,42.6,0,0,0,26.9,0.32,0.05,0,0,0,0.09,0,0,0.27,45,0.05,0.05,100,0,27.3,0,0,19.7,0.05,0,0,0.09,0,0,0,0,0,1.27,0.5,0.05,91.7
Tim Ream,USA,DF,Fulham,Premier League,35,1987,23,2067,1,0.13,0.09,66.7,0.33,0,0,0,57,86.3,13.2,87.1,31,93,11.9,71.4,0,0,0,3.52,57,0.17,0.35,0,49.2,0.83,0,1,0.52,43.8,0.39,0.83,1.52,3.39,65.7,0.43,0.3,70,0.04,40.1,0.78,0.35,42.6,0.09,0,0.48,0.26,0.04,0.17,0.52,0,0,6.26,1.26,0.78,61.7
Ante Rebic,CRO,FW,Milan,Serie A,29,1993,13,514,3,3.16,1.58,50,0.17,0.18,0,0,30.2,52.9,11.9,75,9.3,49.1,3.68,42.9,0.35,0.88,0.18,2.81,30.2,2.98,0.18,0,16,3.68,0.53,0.88,0.53,50,0.35,0,0.18,0.7,40.7,2.28,1.23,53.8,0.88,24.7,1.75,1.58,33,0.7,0,2.28,1.4,0.88,2.98,0.53,0,0,3.16,1.4,0.88,61.5
Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,18,1340,1,0.74,0.27,36.4,0.09,0,0,0,44,69,17.9,78.7,15.6,76.8,7.38,46.4,0.07,1.07,0.81,2.89,44,2.95,8.59,0,30.3,2.01,0.13,1.88,1.07,53.8,0.4,0.2,1.07,2.55,55.4,1.54,0.47,30.4,0.94,26.6,2.75,2.08,30.1,0.2,0,1.28,0.54,0.13,2.95,1.07,0,0.07,5.23,0.47,0.6,43.8
Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Harrison Reed,ENG,MF,Fulham,Premier League,28,1995,22,1815,2,0.79,0.2,25,0.13,0,0,0,38.1,75.4,18.7,83.8,11.6,82.1,4.21,54.1,0.05,0.99,0.4,2.92,38.1,1.68,0.2,0.1,28.7,2.08,0.15,1.19,0.79,36,0.79,0.2,0.69,1.34,48,0.84,0.3,35.3,0.54,22.3,0.94,0.84,27.9,0.25,0,0.94,0.69,0.1,1.68,0.79,0,0,4.95,0.94,1.09,46.3
Sergio Reguilion,ESP,DF,Atl�tico Madrid,La Liga,26,1996,4,87,0,0,0,0,0,0,0,0,61,78.7,29,96.6,21,81,4,50,0,0,0,6,61,5,8,0,48,4,0,3,2,66.7,1,0,1,0,72,1,0,0,0,36,5,4,40,2,1,1,3,1,5,2,0,0,5,3,1,75
Bobby Reid,JAM,FWDF,Fulham,Premier League,30,1993,22,1817,4,1.24,0.45,36,0.16,0,0,0,35.3,69.3,15.7,81.1,12.6,71.8,3.37,41.2,0.05,1.24,0.35,2.28,35.3,2.18,3.22,0,24.5,2.03,0.15,1.53,0.94,50,0.59,0.15,0.69,1.29,46.5,1.68,0.54,32.4,0.84,25.1,2.03,1.44,28.8,0.35,0,1.53,0.79,0.3,2.18,0.94,0.1,0.05,5.2,0.45,1.39,24.3
Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,5,450,0,0,0,0,0,0,0,0,37.4,87.2,7.2,97.2,20.4,99,9.8,55.1,0,0,0,0,37.4,0,0,0,32.6,0,0,0,0,0,0,0,0.2,0,40,0,0,0,0,24,0,0,21.8,0.2,0,0,0,0,0,0,0,0,1.2,0,0,0
Reinier,BRA,MFFW,Girona,La Liga,21,2002,7,313,1,1.14,0.57,50,0.25,0,0,0,33.1,80.2,20.6,88.9,9.14,84.4,0.57,0,0,1.43,0,2.57,33.1,0,0,0,26.6,2.29,0,1.71,1.14,25,0.86,0,0.29,0.57,45.1,2.86,1.43,50,1.43,28.6,1.14,1.71,36,0.29,0,0.57,2.29,0.29,0,1.14,0,0,4,0.29,1.43,16.7
Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,1,3,0,0,0,0,0,0,0,0,2,100,1,100,1,100,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Rekik,NED,DF,Sevilla,La Liga,28,1994,10,664,1,0.68,0.14,20,0.2,0,0,0,63.6,94.1,24.5,97.2,33.1,96.7,5,67.6,0.14,0.27,0.14,5,63.6,0.14,1.76,0,59.9,0.95,0.27,0.27,0.14,50,0.14,0.14,0.81,1.76,70,0.41,0.14,33.3,0.27,52,1.35,0.81,55.4,0.14,0,1.76,0.41,0,0.14,0.14,0,0,4.59,1.49,0.54,73.3
Alex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,20,1800,0,0,0,0,0,0,0,0,36,71.1,4.1,98.8,11.8,97.9,19.6,50.4,0,0,0,0.05,36,0,0,0,25.6,0.05,0,0,0,0,0,0,0,0.55,37.9,0,0,0,0,21.7,0,0,17.9,0.05,0,0,0,0,0,0,0,0,1.15,0.2,0,100
Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,24,1998,2,122,0,0.71,0,0,0,0,0,0,40,78.6,16.4,87,17.1,83.3,5,57.1,0,0,0,1.43,40,0,6.43,0,31.4,0.71,0,3.57,2.86,100,0,0.71,1.43,2.14,54.3,0.71,0.71,100,0,25,1.43,0,23.6,0,0,2.86,1.43,0,0,2.86,0,0,5,2.14,2.14,50
Marco Reus,GER,MF,Dortmund,Bundesliga,33,1989,12,779,2,2.07,0.46,22.2,0.11,0.23,0,0,31.5,76.3,16.6,82.6,8.97,85.9,1.72,26.7,0.23,0.23,0,2.07,31.5,1.26,0.11,0.11,24,2.53,0.23,1.95,1.26,18.2,1.03,0.11,0.23,0.46,41.6,1.26,0.46,36.4,0.69,24.8,2.07,1.61,28.4,0.23,0,1.49,1.26,0.34,1.26,1.26,0,0,3.22,0.46,1.61,22.2
Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gio Reyna,USA,FWMF,Dortmund,Bundesliga,20,2002,14,503,5,2.68,1.07,40,0.27,0.18,0.18,0.18,40.2,77.3,21.4,85,12.3,73.9,2.5,57.1,0,1.96,0.36,3.57,40.2,2.32,1.43,0.71,31.1,2.86,0.36,1.79,0.71,50,0.71,0.36,0.54,0.71,54.1,3.04,1.07,35.3,1.61,36.4,3.21,2.68,41.4,0.18,0,0.71,2.32,0.18,2.32,0.71,0,0,3.21,0.89,1.96,31.3
Chadi Riad,ESP,MF,Barcelona,La Liga,19,2003,1,2,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico Ribaudo,ESP,FWMF,Espanyol,La Liga,21,2001,14,381,0,1.9,0.24,12.5,0,0.24,0,0,28.8,76.9,14.3,83.3,9.76,80.5,3.1,46.2,0,0.24,0,1.43,28.8,1.19,0.71,0.24,22.1,1.9,0,1.43,1.19,36.4,1.67,0,0.24,0.24,41,4.05,1.9,47.1,1.67,25.7,3.1,2.38,27.4,0.48,0,2.86,2.86,0.24,1.19,1.19,0,0,5.24,1.19,3.33,26.3
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,8,454,1,0.4,0.2,50,0.5,0,0,0,65,90.5,26.4,93.9,29.4,94.6,6,66.7,0,0,0,2.6,65,0.2,0,0,58.8,0.4,0,2,1.4,71.4,0.4,0,1.2,3.8,73.6,0.8,0.4,50,0.4,56.6,0.6,0.4,50.8,0.2,0,0.4,0.8,0,0.2,1.4,0,0,7.2,0.8,1.6,33.3
Franck Ribery,FRA,MF,Salernitana,Serie A,39,1983,1,37,0,0,0,0,0,0,0,0,55,86.4,30,91.7,20,87.5,0,0,0,0,0,2.5,55,0,0,0,47.5,2.5,0,0,0,0,0,0,0,0,70,7.5,0,0,7.5,37.5,2.5,2.5,60,0,0,0,2.5,0,0,0,0,0,5,0,0,0
Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,15,1197,1,0.83,0.3,36.4,0.09,0,0,0,52.6,88.8,23.5,90.4,21.6,94.1,4.59,77,0.08,0.6,0.08,4.74,52.6,0.68,0.08,0.15,46.7,1.88,0.08,1.13,0.53,83.3,0.15,0.3,0.75,1.05,60.8,1.13,0.38,33.3,0.53,38.7,1.88,1.28,43.4,0.3,0,0.98,2.63,0,0.68,0.53,0,0,6.32,0.38,0.38,50
Declan Rice,ENG,MF,West Ham,Premier League,24,1999,22,1980,1,1.14,0.18,16,0.04,0,0,0.05,60.2,87.8,27.4,89.2,22,95.5,8.86,73.8,0.05,0.36,0.14,7.09,60.2,1,0.09,0.18,52.8,3,0.14,2.32,0.95,68,0.36,0.45,1.59,1.55,69.2,1.27,0.64,50,0.5,40.1,2.5,2.05,46.5,0.14,0,0.77,0.23,0.05,1,0.95,0,0,9.41,1.05,0.68,60.5
Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,7,348,0,1.03,0,0,0,0,0,0,35.1,82.5,11.3,79.5,17.9,90,5.9,65.2,0,0,0,2.05,35.1,0,0.26,0,29,0.51,0,1.79,1.28,66.7,0.51,0.26,2.05,6.67,50.3,0,0,0,0,19.7,0.26,0.26,25.6,0,0,0.26,0.26,0.26,0,1.28,0,0,2.05,2.31,0.51,81.8
Richarlison,BRA,MFFW,Tottenham,Premier League,25,1997,14,503,0,2.5,0.89,35.7,0,0,0,0,28,73.9,14.6,75.6,8.04,77.8,2.14,75,0.36,1.43,0.36,3.39,28,1.43,0,0,20.7,3.39,0.54,1.61,1.07,46.2,1.25,0.18,0.71,1.07,43.9,2.86,0.71,25,1.96,26.8,2.5,2.32,30.9,0.36,0,1.25,2.14,0.54,1.43,1.07,0.18,0,5.54,0.71,1.61,30.8
Marco Richter,GER,MFFW,Hertha BSC,Bundesliga,25,1997,16,860,3,2.92,0.94,32.1,0.11,0.21,0,0,30.6,61.6,11.4,80.7,10.2,63.3,5,39.6,0.21,1.15,0.31,2.71,30.6,3.75,1.04,1.25,18.9,2.71,0.52,2.19,0.94,50,1.04,0,0.83,1.46,47.9,4.58,1.77,38.6,1.98,25.8,1.88,1.15,26.4,0.31,0,1.88,1.98,0.31,3.75,0.94,0,0,8.23,0.52,1.15,31.3
Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,13,1044,0,0.34,0.09,25,0,0,0,0,54.6,75.2,23.2,87.4,22.4,77.3,6.9,40,0,1.03,0.34,3.1,54.6,2.76,11.1,0,41,1.9,0.09,1.72,1.12,45.5,0.52,0.17,1.64,3.36,66.2,1.72,0.86,50,0.6,30.8,1.72,1.64,33.8,0.17,0,1.38,1.81,0,2.76,1.12,0,0,5.6,1.29,0.52,71.4
Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,20,1800,0,0,0,0,0,0,0,0,52.4,60.3,2.7,98.1,8.9,97.2,40.3,50.4,0,0.25,0.05,0.65,52.4,0.05,0,0,31.6,0.65,0,0.1,0.05,100,0,0,0.15,0.75,56.1,0,0,0,0,32.3,0,0,26.1,0.05,0,0.05,0.1,0,0.05,0.05,0,0.05,3,0.3,0.1,75
Renaud Ripart,FRA,FWMF,Troyes,Ligue 1,29,1993,19,1010,3,2.77,0.98,35.5,0.1,0,0,0,31.4,6.88E+01,15.4,78.5,10.3,68.7,2.23,40,0.09,0.8,0.09,3.13,31.4,1.52,0.98,0,21.6,3.04,0.63,2.77,1.79,40,1.88,0.00E+00,0.54,0.36,46.8,3.04,0.89,29.4,1.79,33.2,1.96,1.07,32.9,0.27,0,2.05,1.88,0.36,1.52,1.79,0,0,3.93,3.04,4.46,40.5
Rodrigo Riquelme,ESP,MFFW,Girona,La Liga,22,2000,20,1271,3,2.41,0.92,38.2,0.09,0.07,0,0,27.8,70.2,15.1,81.2,7.66,69.4,2.7,31.6,0.07,1.42,0.28,3.76,27.8,2.41,0.21,0.07,19.5,2.48,0.14,0.71,0.07,21.1,1.06,0,0.35,0.07,40.1,4.89,1.77,36.2,2.77,27.2,4.4,3.55,29.9,0,0,1.21,1.56,0.28,2.41,0.07,0,0,4.54,0.35,0.78,31.3
Matt Ritchie,SCO,FW,Newcastle Utd,Premier League,33,1989,2,4,0,0,0,0,0,0,0,0,3,66.7,2,100,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
